prompt,chat,link,date,sent,status,eligible,chat_name,subscription_id
Набирайте в Гугле «ремонт телефонов» и будет Вам карта.,error,t.me/coworking_in_dubai/95245,12/9/2024 3:14pm,,,,,7
"Кстати, как вариант, я почти каждый день фотографирую малыша, муж сказал как приедет подключит мой телефон к телевизору, возьмёт банку пива и будет сидеть смотреть😂",ЧВК Вагнер. Чат родственников,t.me/zkvagner/1467792,12/9/2024 3:15pm,,,,,5
"Добрый день, подскажите пожалуйста номер ветеринара на Петровке?","Микрорайон ""Тихий""|Петровский ЧАТ",t.me/tixiy_donetsk/169046,12/9/2024 3:16pm,,,,,8
Всем добрый день. А можно нейромаркет установить на телефон?,Нейромаркет Чат,t.me/neuromarket_chat/53603,12/9/2024 3:16pm,,,,,5
"Да хотел именно в 1С, но посмотрим, как через настройки принтера будет работать",1с программирование,t.me/prog_1c/242159,12/9/2024 3:16pm,,,,,7
Привет!  Научу зарабатывать от 3.000₽ в день с помощью телефона! 🚀,Удаленка | Чат,t.me/udalenka_chatt/2753528,12/9/2024 3:18pm,,,,,7
"Подскажите, есть ли что-то типа eleven labs, что можно установить на локальный компьютер для генерации голоса из текста?",NейроДелы,t.me/neyrodev/82352,12/9/2024 3:21pm,,,,,5
"Компьютерная диагностика, электрика, восстановление параметров, прошивка, диагностика и ремонт пневмосистемы, ремонт электронных блоков. Безналичный расчет.",[ДL] ⚙️ ЦАЦКИ-ЗАПЧАСТИ для Грузовика TIR,t.me/dl_baraholka/547422,12/9/2024 3:22pm,,,,,4
"Добрый день, подскажите контакты мастера по ремонту холодильников, который выезжает на адрес и за разумные цены. Благодарю.",error,t.me/radyjnui_news/178405,12/9/2024 3:23pm,,,,,1
Добрый день. Прошу прощение за беспокойство. Нужен человек который сможет подключить стиральную машину. По возможности напишите в лс,ЖК Пехра СОСЕДИ Балашиха,t.me/pehra_sosedi/325446,12/9/2024 3:25pm,checked,checked,checked,,5
"Ну типа ради замены одного джойстика и двух кнопок покупать уебищный геймпад, превращая телефон в нинтендо...",Gran Autismo (VK) X,t.me/vkxchat/1423493,12/9/2024 3:27pm,,,,,7
Здравствуйте. Обучение игре на гитаре и созданию музыки при помощи компьютера.,"САМУИ, ОБЪЯВЛЕНИЯ🔍",t.me/SamuiAds/171580,12/9/2024 3:29pm,,,,,7
"Доброе утро , соседи ! Поделитесь , если есть у кого телефон магазина сантехники в Яковлевском, возле рынка",Фаворит поселок КП,t.me/favorit_poselok/282073,12/9/2024 3:30pm,,,,,4
"Добрый день! Соседи, поделитесь контактами сантехника, надо трубы в квартире развести от стояка, говорят у нас в ЖК хороший мастер живет, который много кому делал, буду признателен)",ЖК Домашний чат,t.me/Domashny_chat/465466,12/9/2024 3:31pm,checked,checked,checked,,4
"У меня приложение на телефоне. На ноутбуке как-то пытался установить и поработать, но что-то не пооучилось особо",error,t.me/neuralnoobs_chat/161338,12/9/2024 3:34pm,,,,,5
"Нет, в настройках телефона выберите другую мобильную сеть",Банки Грузии для граждан РФ,t.me/banksofgeorgia/335156,12/9/2024 3:40pm,,,,,7
Подскажите телефон мастера по ремонту газовых котлов,Бердянск Перекличка,t.me/berdiansk_me/3751637,12/9/2024 3:40pm,,,,,7
подскажите номер ветеринарной клиники,Бердянск Перекличка,t.me/berdiansk_me/3751647,12/9/2024 3:42pm,,,,,8
"Здравствуйте, подскажите номер хорошего сантехника",Украинцы в Батуми 🇺🇦🇬🇪 Українці в Батумі,t.me/ukrainebatumi/178195,12/9/2024 3:43pm,,,,,4
"Добрый день, дайте пожалуйста у кого есть номер ветеринара.",Вільногірськ LIVE / Вольногорск LIVE / Vilnohirsk LIVE / Volnogorsk LIVE,t.me/vilnohirsk_live/193168,12/9/2024 3:44pm,,,,,8
"Доступно к аренде, всё это и многое другое! Включены шлема, доставка, держатели для телефона, официальный договор. Помощь и поддержка 24/7",Bikes for Rent Bali | Bali Love | Байки и Мото Аренда байков,t.me/balilovebike/176926,12/9/2024 3:45pm,,,,,7
"Лучше купить чехол, который будет иметь бортик. А сами защиты могут привести к трещинам на задней крышке, которые обойдутся дороже, нежели замена стекла камеры",Wylsacom Media,t.me/wylsacomredchat/1349023,12/9/2024 3:47pm,,,,,7
"Ой всё, я устала, телефон сел, позже зайду, добью 20к если не починят",🗽🏜Великие 🌋🗽,t.me/VelikieBs/1609650,12/9/2024 3:48pm,,,,,7
Доброе утро. Подскажите контакты электрика. Пропал свет в половине квартиры. Пакетник проверил - без результата….,Русская Суботица,t.me/russiansubotica/244310,12/9/2024 4:00pm,checked,checked,checked,,4
"Здравствуйте. Когда как на самом деле. На телевизоре вечером грузит, днем нет.  На телефоне такая же история.  Вчера вот не грузило совсем, через впн смотрела видео 😅",ЖК Светлая долина,t.me/svetlayadolinanew/65018,12/9/2024 4:02pm,,,,,3
"Коллеги, поделитесь пожалуйста контактами сантехника. (Силифке)",ТАШУДЖУ | Русскоговорящие,t.me/rustasucu/185771,12/9/2024 4:07pm,,,,,4
подскажите номер ветеринарной службы,Бердянск Перекличка,t.me/berdiansk_me/3751577,12/9/2024 4:08pm,,,,,8
"Ветеринарный препарат Бравекто,есть на разный вес от 80 р сроки конец 25/26 г Минск",АПТЕКА | РБ | Минск,t.me/aptekazdes/542557,12/9/2024 4:09pm,,,,,8
Ветеринар хороший у них же там есть мед. книжка)) Удобная и мягкая лежанка,Город Стаханов. ЧАТ,t.me/stakhanovvv/591690,12/9/2024 4:09pm,,,,,8
"Ремонт. Електрика (роз.выкл.проводка,фен, чайник, печки). Сантехника ( краны,баки). Замена замков на двери, заточка ножей и ножниц.",Чат жителей Доброполья (16+),t.me/dobropillyatdch/705970,12/9/2024 4:10pm,,,,,4
"из плюсов - сигнализация, полная свобода действий в плане ремонта, ооооччень выгодные условия сдачи, есть вайфай, холодильник и микроволновка 😁 ну и доступ круглосуточный",Nail чат | Мастера маникюра 💅🏼,t.me/nail_chat_ru/48623,12/9/2024 4:10pm,,,,,1
"Соседи, добрый день.  Есть номер телефона,электрика?  На небольшую шабашку.",ЧАТ ЖК ДОСТОЯНИЕ,t.me/dostoyanie_chat/173160,12/9/2024 4:10pm,checked,checked,checked,,4
"Здравствуйте! Кто-нибудь может дать контакт сантехника, унитаз воду не набирает Спасибо",ЖК Новое Внуково,t.me/novoe_vnukovo/216642,12/9/2024 4:10pm,,,,,4
"Доброго дня всем!) Подскажите пожалуйста проверенного мастера по ремонту холодильников,по адекватной стоимости!Очень нужно!","Перекличка СВЕТ💡, ВОДА💦, ОТОПЛЕНИЕ🔥, СВЯЗЬ🤳, ИНТЕРНЕТ☘️, РАСПИСАНИЕ ТРАНСПОРТА🚦 И ТД.",t.me/rollcallcomunalka24_7/139609,12/9/2024 4:11pm,,,,,1
"Да работает,меня язык и ввод в настройках телефона",Fusion | pvz mod | Чат,t.me/fusionpvzchat/927574,12/9/2024 4:11pm,,,,,7
"Уважаемые соседи, нужен мастер по телевизору","Соседи: ЖК Ватутинки, ЖК Кленовые аллеи, ЖК Тройка, Троицк",t.me/vatytinki_troitsk/33407,12/9/2024 4:11pm,,,,,3
"В настройках роутера, не у всех, есть вариант ограничения трафика. Смотрите туда",ЖК Прибрежный Парк,t.me/prib_park/220534,12/9/2024 4:13pm,,,,,7
В Кишиневе только одна ветклиника (государственная) которая даёт справку Ф1. Попробую найти адрес.,"🇺🇦🇹🇩🇦🇩 Украинцы в Молдове и Румынии, знакомства, реклама, новости 🇺🇦🇦🇩🇹🇩",t.me/ua_in_md_and_ro/37628,12/9/2024 4:13pm,,,,,8
"Добрый день! Нужен подрядчик Самара, замена блока питания в наружной вывеске ТЦ Амбар",SignClub | Сообщество РПК | производители рекламы | вывески | рекламные конструкции | печать |,t.me/SignClub/91428,12/9/2024 4:16pm,,,,,7
Скажите а есть ещё вет клиника кроме той что возле максимума?,🇺🇦 Чат Покрова 🟢,t.me/chat_pokrov/304617,12/9/2024 4:19pm,,,,,8
"Митразапин человеческий.  Есть ветеринарный аналог , но с него рвота у многих",Йорк Мафия/ Йоркширский терьер🐶🖤,t.me/york_mafia/272501,12/9/2024 4:22pm,,,,,8
Кто занимается ремонтом пластиковых окон?,Еланский 🚘 Водитель ДТП и ЧП,t.me/yelan_driver/130465,12/9/2024 4:23pm,,,,,6
"Ветеринар посоветовала лимонный сок. Смазать им места, где грызет, ну а цветы по возможности повыше поднять😅 либо в изолированную комнату убрать",AMSTAFF CLUB,t.me/AmStaffClub/452244,12/9/2024 4:24pm,,,,,8
Всем привет! Не подскажете кто у нас ремонтом пластиковых окон занимается?,Еланский 🚘 Водитель ДТП и ЧП,t.me/yelan_driver/130466,12/9/2024 4:25pm,checked,checked,checked,,6
"Тиайсовскую не хочу уже брать, накрылась 9 месяцев поработала, хорошая камера была, корпус стальной, установка встроенная не на ножках, хрен утащишь такую",CobaltClub_Uzbekistan,t.me/CobaltClub_Uzbekistan/982553,12/9/2024 4:27pm,,,,,5
"Да что ж это за нелюди? До каких пор? Где камеры? При народно, вместе с родителями в ночное, свободное от работы и учёбы время за ремонт, все снимать на камеры и в сети...",Online Чат - Курск,t.me/chat_46o/243688,12/9/2024 4:28pm,,,,,7
"Немного в тему разговора, тут писали про хорошего сантехника можете контакт дать",д.38к.1 ЖК «Мир Митино»,t.me/MirMitino_7korpus/134330,12/9/2024 4:29pm,checked,checked,checked,,4
Посоветуйте мастера по ремонту телефона! Айфон.,ЖК Спутник Коммерция,t.me/sputnik_strogino_commercial/261892,12/9/2024 4:29pm,,,,,7
"Добрый всем день, подскажите пож-та Знатоки -  по какому пункту подобрать СИЗ для ветеринарного врача из Приложения 1 (767н) или всё-таки только из Приложения 2?",Охрана труда,t.me/ohranatrudachat/169874,12/9/2024 4:30pm,,,,,8
"Господа, прям срочно нужен электрик. Небольшой ремонт в доме 14 Сухановская. Пожалуйста поделитесь номером у кого есть мастер.",ЖК Государев дом,t.me/gkgosudarevdom/296548,12/9/2024 4:31pm,checked,checked,checked,,4
Соседи привет СРОЧНО нужен сантехник. Поделитесь контактами пожалуйста,ЖК Спутник Коммерция,t.me/sputnik_strogino_commercial/261893,12/9/2024 4:33pm,,,,,4
Всем приветы 🤟🤝  При замене телефона приложение для аудиокниг перестало быть бесплатным.  Кто каким пользуется?,"Эвакуация на загнивающий Запад. Дальнобой Европа, Канада, США",t.me/getawayfromrussia/225014,12/9/2024 4:34pm,,,,,6
День добрый! Кто-нибудь занимается ремонтом ноутбуков?,ГОА | ИНДИЯ | ЧАТ | ФОРУМ ⛈ 🌞 🌴,t.me/goaindiachat/526405,12/9/2024 4:35pm,,,,,7
"Подскажите пожалуйста, может у кого-то есть хороший мастер, который мог бы починить электро духовку на дому (район Тополя)? Из заявленных 200 греет максимум 180😕",Dnipro no war chat🇺🇦,t.me/dnipro_22/420022,12/9/2024 4:38pm,,,,,
Абой шпаклёвка ламинат кафель шкатурка гипсокартон электрика сантехника квартира ховли жой ремонт киламиз под ключ любой ремонт,Ахангараночка,t.me/axangaranochka/3819509,12/9/2024 4:38pm,,,,,4
"может много чем. щенка с улицы обязательно нужно отвести к ветеринару и провести все необходимые тесты, а до тех пор держать отдельно на карантине","Черногория с питомцем (собака, кошка и проч)",t.me/montenegro_pets/116828,12/9/2024 4:41pm,,,,,8
"Соседи, привет 👋  Посоветуйте, пожалуйста, мастера по ремонту посудомоечных и стиральных машин",ЖК Алхимово,t.me/alh_chat/207730,12/9/2024 4:41pm,,,,,2
И засорять мне кеш на телефоне и везде предлагать свой браузер ебаный установить. И самокаты свои сраные они везде натыкали. Кроме навигатора и почты мне от этой конторы ни чего не надо.,Комментарии к новостям,t.me/mosComment/16429421,12/9/2024 4:45pm,,,,,5
Добрый день. Ищу мастера переустановить винду,"ЖК Я Романтик, Тихая Гавань, Голден-Сити",t.me/yaromantic/273966,12/9/2024 4:46pm,,,,,5
"Можно выбрать электронную симку , если телефон поддерживает , сразу настроите и увидите  в ЛК",Всё о скидках🔗,t.me/vse_o_skidkah/51916,12/9/2024 4:49pm,,,,,7
Гипсокартон кафел ламинат малярка электрика сантехника кламиз под ключ ремонт квартир офисов,ЗОЛОТЫЕ РУКИ®💯,t.me/ZOLOTIYERUKI/2374674,12/9/2024 4:50pm,,,,,4
"В настройках телефона, посмотри в постах там должен быть тутор",Fusion | pvz mod | Чат,t.me/fusionpvzchat/928058,12/9/2024 4:51pm,,,,,7
"Доброе утро! Поделитесь, пожалуйста, телефоном хорошего мастера по ремонту стиральных машин.  Район Залютино. В л.с. Спасибо",Харків Холодногірський🇺🇦,t.me/KH_KHOLODNOGORSKII/287878,12/9/2024 4:52pm,,,,,2
"по настройкам не подскажу, но как вариант поставить безперебойник на камеру...",ВИДЕОНАБЛЮДЕНИЕ.,t.me/cctvcameraroman/573500,12/9/2024 4:53pm,,,,,7
"Добрый день, подскажите есть ли ремонт телефонов Солнечный, Св влас или поблизости?",Святой Влас- Солнечный Берег,t.me/svetivlas_sunnybeach/37868,12/9/2024 4:53pm,,,,,7
"подскэжите, есть ноут HP 2015-го года, имеется модель, но не получается найти версию сата и формат жёсткого диска, чтобы заменить. какие варианты узнать? доступа к ноутбуку сейчас нет",Чат МК,t.me/mknews_chat/3291231,12/9/2024 5:07pm,,,,,7
Ремонт окон,ОБЪЯВА_СОВГАВАНЬ_ЗАВЕТЫ_ВАНИНО 🛡,t.me/ob_yava/616385,12/9/2024 5:11pm,,,,,6
"Ну я как то камеру на 15ке привезал) с акб может по другому, ну с камерами точно весит уведомление о ремонте, ну и до 14 нудно проверит будет для теста что то проверю)","FAQ замена стекла , переклейка , оборудование",t.me/fiximby/360320,12/9/2024 5:11pm,,,,,7
"Украинец. У китайца телефон стырил, а в настройках не шарит😁",🇷🇺 НОВАЯ УКРАИНА 🇺🇦,t.me/NUACHAT/1234439,12/9/2024 5:11pm,,,,,7
"Здравствуйте . Подскажите пожалуйста , какую нибудь ветеринарную клинику с адекватными ценами и грамотными врачами 🙏 .",10-я фаза ПМГП (Первый московский город парк),t.me/pmgp10/169511,12/9/2024 5:13pm,,,,,8
"Добрый день! Может кто-то подскажет номер Виктора Шевцова, который занимается ремонтом стиральных машинок?",Нижнегорский район 🛒,t.me/nignegorskii_rai/44090,12/9/2024 5:17pm,checked,checked,checked,,2
"У меня микроволновка духовка бош, микро сломалась - ремонт 3,5месяца был, ждали деталь🙈",ЖК Матвеевский Парк,t.me/matveypark/105167,12/9/2024 5:17pm,,,,,
"Всем добрый день. Подскажите сервис по чистке Пк/ноутбуков, надо почистить квлавиатуру и от пыли ноутбук. Спасибо",Чатик Тиват,t.me/tivatchat/181936,12/9/2024 5:17pm,,,,,7
Добрый день) подскажите контакты электрика и мастера по сборки мебели,Родниковая Долина,t.me/chats_dolina/248945,12/9/2024 5:18pm,,,,,4
Да погодите вы :) Ремонт и переезд только закончил. Дайте телевизор купить что ли :),Полуночные (полоумные) айтишники,t.me/devnullkz/576060,12/9/2024 5:19pm,,,,,3
"Подскажите, кому в Добрике можно сдать ноутбук на ремонт?",Чат жителей Доброполья (16+),t.me/dobropillyatdch/705991,12/9/2024 5:23pm,,,,,7
"Виталий , мы вызывали мастера по окнам, остались очень довольны.  Если нужно могу поделится контактом.",ЖК Бригантина (Долгопрудный),t.me/JkBrigantina/353834,12/9/2024 5:23pm,,,,,6
"Друг не трать на это денег. Там всего то нужна флешка на 16гб., на оф сайте виндовс можно скачать образ. Переставить Винду это вопрос 30 минут ещё где-то час на установку всех драйверов","ЖК Я Романтик, Тихая Гавань, Голден-Сити",t.me/yaromantic/273969,12/9/2024 5:23pm,,,,,5
"Где можно отремонтировать телефон, подскажите пожалуйста",error,t.me/ValujkiChat/1177581,12/9/2024 5:26pm,,,,,7
Здравствуйте! Нуждаюсь в услугах электрика. Нужен ремонт телевизора. Срочно!,Localno Praha | Аренда | Жильё | Прага 🇨🇿,t.me/bydlo_praha/292006,12/9/2024 5:28pm,,,,,3
И камеры установить внутри автобусов .может их хотя бы будут бояться,Станислав Каторов Chat,t.me/katorovSA_chat/112147,12/9/2024 5:32pm,,,,,5
"Если актуально по окнам , могу дать контакт . Вот на днях вызывала мастера , прям 🔥  Ничего теперь не дует. Поменяли уплотнители и регулировку окон сделали. А дверь балконную приподняли .",Ремонт ЖК Большое Путилково,t.me/remont4BP/46488,12/9/2024 5:34pm,,,,,6
Добрый день ! Подскажите кто может установить принтер ?,ЖКХ | Новые Водники,t.me/gkhnv/128709,12/9/2024 5:35pm,,,,,5
"Добрый вечер.  Кто нибудь знает есть в городе ратолог? Это ветеринар, который занимается лечением грызунов.",Чанчунь Туристический. Китай. Чат,t.me/Changchuntur/2976,12/9/2024 5:38pm,,,,,8
Всем привет! Кто знает где найти гайд по установке блока оплаты. Желательно через переводы или чтоб не надо было та оформлять,error,t.me/leadtex_community/317290,12/9/2024 5:39pm,,,,,5
"Скажите, пожалуйста,  а если нужен сантехник, от ук можно вызвать?",Саларьево Парк | Филатов Луг | Соседи ️,t.me/salarevososedi/391918,12/9/2024 5:39pm,,,,,4
"я думала у меня телефон поломался, если это массовый сбой какой то, то скоро должны все починить по идее…",Kosti 18+ 💁🏻‍♀️ Chat,t.me/kostichat/2327847,12/9/2024 5:39pm,,,,,7
"Подскажите пожалуйста, где в Торезе есть ветеринар хороший?",Очень Полезный Бот,t.me/torez333/150265,12/9/2024 5:41pm,,,,,8
"А если VPN  на телефон установить , яша не заблокирует?",Таксует Москва,t.me/potaksuem/2965326,12/9/2024 5:41pm,,,,,5
"Добрый день, подскажите пожалуйста номер ЖКХ или сантехника, к кому обращаетесь?",ЯРКИЙ🔸YARKIYMK,t.me/yarkiymk_chat/189841,12/9/2024 5:43pm,checked,checked,checked,,4
"Здравствуйте,  подскажите пожалуйста,  контакты мастера по регулировки окон.",МОЙ МОСКОВСКИЙ ❤️,t.me/MMoscowski/142462,12/9/2024 5:49pm,checked,checked,checked,,6
"Первый диабло требовал установки windows 95 на минуточку, которая до этой поры на домашнем компе была нахер не нужна",iXBT.games comrades (18+),t.me/ixbtgameschat/2009694,12/9/2024 5:51pm,,,,,5
Спасибо. А вы занимаетесь ремонтом стиральных машин?,Чат Лиссабон 🇵🇹,t.me/chatlisboa/143304,12/9/2024 5:52pm,,,,,2
"Есть у кого-то контакт ремонта бытовой техники? Дайте,пожалуйста.  Посудомойку нужно починить",Чат Солнцево,t.me/chatsolncevo/497378,12/9/2024 5:52pm,,,,,
Добрый день. Подскажите пож мастера по ремонту компьютеров. Живу на Салтовке,ХАРКІВ інфочат,t.me/kharkiv_infochat/500236,12/9/2024 5:53pm,,,,,7
Нужен майстер по ремонту холодильника 🙏 Напишите пожалуймта контакти  кто знает. Спасибо !,Продам/Куплю/Отдам/Обменяю Баден-Баден и окрестности (Baden-Württemberg) Самая большая группа по земле 🔥,t.me/badenbaden_lkr/338108,12/9/2024 5:54pm,checked,checked,checked,,1
"Ага,а потом на телефоне настройки сбросятся","Фортнайт чат, общение продажа",t.me/Fortnitechat24/7842749,12/9/2024 5:56pm,,,,,7
"Ремонт Apple техники, ноутбуков, телефонов. Бесплатная диагностика и консультация.  Сборка ПК и продажа б/у ноутбуков",АЛАНИЯ - ГАЗИПАША,t.me/alanya_here/328642,12/9/2024 5:56pm,,,,,7
"Здравствуйте  подскажите что у нас с лапами, ветеринар ставит рахид",Немецкая овчарка | Форум | Немецкие овчарки,t.me/nem_ov_forum/284169,12/9/2024 5:57pm,,,,,8
"Ремонт Apple техники, ноутбуков, телефонов. Бесплатная диагностика и консультация.  Сборка ПК и продажа б/у ноутбуков. Алания",УКРАИНЦЫ В ТУРЦИИ,t.me/turkishUA/360698,12/9/2024 5:58pm,,,,,7
"Тут недавно обсуждали люксбас. На границе с Румынией нет ветеринара и есть риск, что собачку не пустят. Надо этот момент учитывать. Животное везут ""контрабандой"".",Украинцы в Батуми 🇺🇦🇬🇪 Українці в Батумі,t.me/ukrainebatumi/178224,12/9/2024 5:59pm,,,,,8
"всем добрый вечер, встретился тут с практикой - создание пустого прозрачного блока для замены прописи маржинов в стилях, что думаете об этом? может ли сказываться на производительности?",React Native — русскоговорящее сообщество,t.me/reactnative_ru/492085,12/9/2024 6:01pm,,,,,7
"Здравствуйте. Подскажите ветеринара, кто может выехать на вызов в соседнее село?",Объявления Александровское и окрестности,t.me/alexandrovskoe26/104010,12/9/2024 6:04pm,,,,,8
"Здравствуйте. Дайте пожалуйста ссылку для установки xdrip на фоловер. На андроид. На данном телефоне ни разу не устанавливается xdrip. Пользуемся Либра 1, мяо 3",СахарМонитор. Чат,t.me/saharmonitorchat/322097,12/9/2024 6:06pm,,,,,5
"Твой вопрос - это как я люблю, просто мозг!  Нейросеть - это когда в компьютере есть много маленьких ""мозгов"" и они все работают вместе. Это позволяет им учиться делать вещи сами без помощи человека.",Протест в России — Общероссийский оппозиционный чат,t.me/RussianOppositionRus/3177460,12/9/2024 6:07pm,,,,,7
Не подскажите где можно дешево телефон починить? Буду очень благодарна 😊,Українці в столиці Чехії Прага,t.me/UAPraga/32159,12/9/2024 6:10pm,,,,,7
"Кто подскажет в чем может быть проблема при установке лампы через tizen studio? Сертификат тайзен, само приложение с оф сайта, связь с телевизором есть.",Lampa,t.me/lampa_group/597791,12/9/2024 6:10pm,,,,,5
Нужен ветеринар логопед,Помощь Украинцам (Молдова - Румыния),t.me/moldovaukraina/780541,12/9/2024 6:12pm,,,,,8
"вообще конечно можно поговорить с оператором люксбаса. может случилось чудо и там ветеринар появился уже. они берут, но предупреждают, что возможны неприятности.",Украинцы в Батуми 🇺🇦🇬🇪 Українці в Батумі,t.me/ukrainebatumi/178227,12/9/2024 6:15pm,,,,,8
"Нужен мастер, на телевизоре Светодиодная лента сломалась , Подсветки нет, звук есть и картинку видно но не светится экран.",МАРИУПОЛЬ НАШ 🇷🇺 комментарии,t.me/mariupol_nash_chat/1874963,12/9/2024 6:17pm,,,,,3
"Ребят привет. Выручайте пожалуйста. Залагала винда, хотел переустановить, затёр раздел, но все равно пишет что нехватка свободного места. Что делать, подскажите пожалуйста🙏",ГАМЕКОН | Steam Deck,t.me/gamekoHchat/503861,12/9/2024 6:17pm,,,,,5
"Нужен мастер, на телевизоре Светодиодная лента сломалась , Подсветки нет, звук есть и картинку видно но не светится экран. 32 дюйма Сяоми а2",МАРИУПОЛЬ НАШ 🇷🇺 комментарии,t.me/mariupol_nash_chat/1874965,12/9/2024 6:18pm,,,,,3
"Друзья, кто летал с животным из Берлина в Тель-Авив, подскажите пожалуйста, какая ветслужба/ветклиника в Берлине заверяет сертификат ветеринарный?",Увожу кроликов,t.me/takemyrabbits/452441,12/9/2024 6:18pm,,,,,8
"Админ пропусти пожалуйста Всем привет 👋  Занимаюсь ремонтом телефонов, ноутбуков и другой мелкой техники, с радостью помогу решить вашу проблему, обращайтесь в личные сообщения",Пхукет Аренда Авто Мото 🇹🇭,t.me/phuket_arenda/256792,12/9/2024 6:20pm,,,,,7
Нужен мастер по ремонту бойлера.,БЕРДЯНСК ОНЛАЙН,t.me/Berdyanskonlain/1019890,12/9/2024 6:21pm,,,,,
С ветеринаром тогда подбирать лучше будет,Mercedes E W213 Чат,t.me/mercedesW213chat/466083,12/9/2024 6:21pm,,,,,8
Вот и электрик в сервисе мне сказал что бывает у него глюк отключается но пока времени нет не добрался посмотреть,Шевроле Лачетти ЧАТ,t.me/club_chevrolet_lacetti/255636,12/9/2024 6:21pm,,,,,4
"Подскажите пожалуйста, где-то было объявление о продаже стиральных машин после ремонта, актуально ещё? Или может кто-то продает, рассмотрю варианты в лс",НОВОПСКОВ SOS 🆘🔔💬,t.me/Novopskov1/561999,12/9/2024 6:21pm,,,,,2
Всем привет 👋  Нужен мастер почистить бойлер))  И подключить через автомат его !  Подскажите к кому обратиться:)  626 мкр спасибо 😉,Харків Немишлянський🇺🇦,t.me/KH_NEMYSHLYANSKII/258047,12/9/2024 6:21pm,,,,,5
Добрый день! Есть ли мужчины кто может закрепить шкаф для стиральной машины к стене (плитка) и возможно ещё подключить стиралку?,Прибрежный Парк,t.me/PPSamolet/210016,12/9/2024 6:22pm,checked,checked,checked,,5
"Добрый вечер, у кого есть номер телефона Юрова, ремонтами занимается, дайте пожалуйста!!!!",КУПИ-ПРОДАЙ БЛАГОВЕЩЕНКА,t.me/kupiprodaiblgoff22/253259,12/9/2024 6:23pm,,,,,7
"Ну вот не знаю, как быть. 5 декабря исполнилось 6 месяцев. Ветеринар сказал, что срок подумать у меня максимум месяц.",MALTIPOO CHAT | Мальтипу чат,t.me/maltipoochat/44149,12/9/2024 6:23pm,,,,,8
"Добрый день. А мне ветеринар сказал, что надо стерилизовать до 1-ой течки. Почему так?",MALTIPOO CHAT | Мальтипу чат,t.me/maltipoochat/44142,12/9/2024 6:23pm,,,,,8
"Добрый день. Требуется чистка 12 кондиционера, оба блока. Будва. Без высотных работ.",Черногория Ремонт | Строительство,t.me/montenegro_remont/48686,12/9/2024 6:24pm,,,,,7
"Было такое, перетыкивание сетей, перезагрузка телефона и время помогли. Там еще советовали какие-то настройки сети потыкать, поищите по чату, кому-то помогало.",Банки Грузии для граждан РФ,t.me/banksofgeorgia/335187,12/9/2024 6:24pm,,,,,7
"Если посмотреть инстаграм Догмы, то можно увидеть там новые шоурумы уже с абсолютно другим ремонтом от застройщика. Видимо, это и будет их альтернатива «улучшенным» ремонтам от Блока",ЧАТ ЖК САМОЛЁТ,t.me/samolet_sosedi/270468,12/9/2024 6:25pm,,,,,7
Подскажите номер электрика нужно подключить умный беспроводной выключатель.,Всё обо Всём. Лесозаводск.,t.me/vseobovsemles/593711,12/9/2024 6:26pm,checked,checked,checked,,4
Доброе утро! Подскажите пожалуйста хорошую ветклинику?,ДоброЛап | Животные Щёлково 🐥🐕🐈,t.me/dobryelapy_she/27048,12/9/2024 6:26pm,,,,,8
"Здравствуйте! Выписали рецепт на атаракс и прозак собаке, ветеринар!!! Рецепт даже не 107! Смотрю уже выдавали в другой аптеке, я естественно не дала! И в рецепте кличка собаки! Это ужас!!",Орден Фармацевтов,t.me/pharmorden/187499,12/9/2024 6:26pm,,,,,8
"продам айфон 11 акб 77 64гб памяти  экран под замену,коробка от телефона и чек имеется  отдам дешево  заветы,ванино",ОБЪЯВА_СОВГАВАНЬ_ЗАВЕТЫ_ВАНИНО 🛡,t.me/ob_yava/616409,12/9/2024 6:26pm,,,,,7
"Здравствуйте, пожалуйста, поделитесь контактами хорошего электрика. Нужно посмотреть почему не работает индукционная плита и розетки.",ЖК Ильинские Луга,t.me/ilpik/520378,12/9/2024 6:28pm,checked,checked,checked,,4
добрый день. нужен мастер по ремонту холодильников,"Работа, вакансии и услуги Кобулети 🇬🇪 Грузия",t.me/kobuletiwork/44071,12/9/2024 6:28pm,,,,,1
"Случай по окну был. Апарты на 1 этаже там форточки (открывается от ветра) пришли мастера,сказали механизм самый дешевый и ушли) Аля в 20 числах сделают","Чат соседей ЖК «Level Стрешнево» (Левел Стрешнево), корпуса Восток, Север, Запад, Юг.",t.me/levelstreshnevo/121710,12/9/2024 6:28pm,,,,,6
"Согласна, и здесь коллеги ветеринары наверно лучше подскажут, хотя витамины эти разрабатываются специально для поддержки, а не восполнения тч не думаю, что требуется доп обследование",ЛЛП Вельш корги пемброк️,t.me/corgiclub_ru/22519,12/9/2024 6:31pm,,,,,8
Еще момент… а на сколько реально окна снаружи мыть. 🧽 управляющая компания будет это делать? Хоть раз в год. Или это из разряда фантастики),ЖК Wave (Вэйв) от ЛСР,t.me/wave_lsr/11013,12/9/2024 6:31pm,,,,,6
Подскажите пожалуйста номера телефонов вет врачей,УСАТЫЕ ПОЛОСАТЫЕ (наши питомцы)г.Зарафшан,t.me/ANimal7/165176,12/9/2024 6:31pm,,,,,8
